Smiles,Inchi Key
CCOC(=O)[C@H](C)NC(C)=O,BFNYDDPQMKYKKJ-YFKPBYRVSA-N
O=C(O)c1cc(=O)[nH]c2c1CCC2,VJWZPFRDVGCOOZ-UHFFFAOYSA-N
CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,ILKDWZKZLIHMFM-UHFFFAOYSA-N
CS(=O)(=O)O.O=C(NC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3)C(=O)N1CCNCC1,GNOTUAWMHPDIBN-WEXWRLDCSA-N
CCOc1ccccc1C1CC(=O)Nc2cc(C)c(C)cc21,OKCFMHBLEHJWHD-UHFFFAOYSA-N
O=C(c1ccc(Cl)c(S(=O)(=O)N2CCc3ccccc3C2)c1)N1CCN(c2ccccc2)CC1,XJEXHFHSAMIEJG-UHFFFAOYSA-N
Brc1ccc(COc2ncnc3[nH]cnc23)cc1,FGNTZMWOEYXGLV-UHFFFAOYSA-N
COC(=O)C1CCN(CC(=O)Nc2cc(C)c3c(=O)oc4ccccc4c3n2)CC1,VLTDHUGFPUWSEE-UHFFFAOYSA-N
COc1ccc(C)cc1S(=O)(=O)n1cnc2ccccc21,BCZAVYVHCOLHTM-UHFFFAOYSA-N
O=C(NCc1ccc(F)cc1)OCCCc1c[nH]cn1,VYLKLJZMIJRQBL-UHFFFAOYSA-N
CCc1ccc(C(=O)COC(=O)c2cccnc2Cl)cc1,WIHTVZXBANYSJS-UHFFFAOYSA-N
CNC(=S)N(Cc1ccc(OC)cc1)C1CC(=O)N(c2ccc(OC)cc2)C1=O,GJQZOUJNYQMXIN-UHFFFAOYSA-N
O=C(NO)C(c1ccccc1)c1c(-c2cccc3ccccc23)[nH]c2ccccc12,HWTZEFZZYJYWAH-UHFFFAOYSA-N
COc1ccc(OC)c(NC(=O)c2ccc(-c3nc(CSc4ccccc4)c(C)o3)cc2)c1,OHSYNASUNTWEJQ-UHFFFAOYSA-N
Fc1cncc(-c2nc3cc(F)c(Cl)cc3n2C2CC2)c1,XYKAFLOPHZEIMS-UHFFFAOYSA-N
OC(CN1c2cccc(-c3cccc(OC(F)(F)F)c3)c2CCC1c1ccc(OC(F)(F)C(F)F)cc1)C(F)(F)F,DPVVEVXZYYKSOL-UHFFFAOYSA-N
Nc1ncnc2c1sc1cc(-c3cccc(NC(=O)N4CCCC4)c3)ccc12,NXEVMWHFSSQBGY-UHFFFAOYSA-N
Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H](CO)c4ccccc4)ncc23)ccn1,VZNCWYDRVUCASS-SFHVURJKSA-N
COc1cc(C(C)=O)ccc1OCCCN1CCC(C(O)(c2ccccc2)C2CCCCC2)CC1.Cl,NFMHMVXBZASJAQ-UHFFFAOYSA-N
CC(C)N1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,UXCIDQWZTDUWCG-UHFFFAOYSA-N
O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1c1ccc(F)cc1)CC2,VIUIHCNTOLSYJT-UHFFFAOYSA-N
O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c1)C1CC1)CCCCCC2,OKJAQAXBTWOCKM-UHFFFAOYSA-N
O=C(Nc1ccc2nc3n(c(=O)c2c1)CCCC3)c1cc([N+](=O)[O-])ccc1F,KBXNHBUWZZOSDM-UHFFFAOYSA-N
CS(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,UBOOSSZYGIMOKF-UHFFFAOYSA-N
Cc1ccnc(-c2nc3cnccc3c(N3CC(C)(C)c4ncc(N5CCOCC5)cc43)c2C)c1,CHCPPNZISMLBDN-UHFFFAOYSA-N
CCc1c(C)sc(NC(=O)c2ccccc2)c1C(=O)OC,DFJCIWVIVSIGPJ-UHFFFAOYSA-N
Cc1nc2ccccc2cc1OCc1ccc(F)cc1,UCKMAYAEGOOXBZ-UHFFFAOYSA-N
Cc1ccc(NC(=O)NNC(=O)c2cc3ccccc3cc2O)c(C)c1,KGAKDPHZVCFPJM-UHFFFAOYSA-N
CC(=O)N1C[C@@H](c2ccsc2)[C@@H]2CN(Cc3ccccc3Cl)CC[C@@H]21,NLIMSVDJUDMWHZ-BJLQDIEVSA-N
CCOC(=O)c1c(-c2ccc(OC)cc2)oc2ccc(OCc3ccccc3C)cc12,HRIRPABJGUUAAP-UHFFFAOYSA-N
Cn1cnnc1C(O)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,QQNBNRKLJSPBKX-UHFFFAOYSA-N
Cc1ccc(OS(N)(=O)=O)cc1,JGUNVLAWEAPEAA-UHFFFAOYSA-N
Cn1c(SC2CCCCC2=O)nnc1-c1ccccc1F,JBFGWMOZDAJXAU-UHFFFAOYSA-N
CCc1ccc2oc(=O)cc(CN(C)Cc3ccccc3)c2c1,GQTJSAKJPXYNHI-UHFFFAOYSA-N
O=C(Nc1ccc(C2CCNCC2)cc1)c1ccc(Cl)cc1,IGKXIXVYXAOSAC-UHFFFAOYSA-N
O=c1oc2ccccc2c2c1SC(C(F)(F)F)C2,KFCJIZORNFTGBV-UHFFFAOYSA-N
Cc1cc(C)c2oc(Nc3ccc(-c4nn([C@H]5CC[C@@H](N6CCN(C)CC6)CC5)c5ncnc(N)c45)cc3F)nc2c1,BCCBBFDXEPUOFF-SZPZYZBQSA-N
Cc1cc(OCc2nc(-c3ccc(OC(C)C)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,DNHZIQUHIDDATB-UHFFFAOYSA-N
O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc([N+](=O)[O-])s1,YJMCLZCSFUBDQP-UHFFFAOYSA-N
CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](O[C@@H]2O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]2O)[C@@H](O)CO)[C@H](O)C(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]1O[C@@H]1O[C@H](C(=O)[O-])[C@@H](O[C@@H]2O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O[C@@H]4O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]5O[C@H](C(=O)[O-])[C@@H](O[C@@H]6O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]7O[C@H](C(=O)[O-])[C@@H](O[C@@H]8O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]9O[C@H](C(=O)[O-])[C@@H](O[C@@H]%10O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]%11O[C@H](C(=O)[O-])[C@@H](O[C@@H]%12O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]%13O[C@H](C(=O)[O-])[C@@H](O[C@@H]%14O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]%15O[C@H](C(=O)[O-])[C@@H](O[C@@H]%16O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](O[C@@H]%17OC(C(=O)O)=C[C@H](O[C@@H]%18O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]%18O)[C@H]%17O)[C@H]%16NC(C)=O)[C@H](O[C@@H]%16O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]%16O)[C@H]%15O)[C@H]%14NC(C)=O)[C@H](O[C@@H]%14O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]%14O)[C@H]%13O)[C@H]%12NC(C)=O)[C@H](O[C@@H]%12O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]%12O)[C@H]%11O)[C@H]%10NC(C)=O)[C@H](O[C@@H]%10O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]%10O)[C@H]9O)[C@H]8NC(C)=O)[C@H](O[C@@H]8O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]8O)[C@H]7O)[C@H]6NC(C)=O)[C@H](O[C@@H]6O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]6O)[C@H]5O)[C@H]4NC(C)=O)[C@H](O[C@@H]4O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]4O)[C@H]3O)[C@H]2NC(C)=O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)O)[C@@H]2O)[C@H]1O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],DOOYVVYEJQFZSU-CALDQEJYSA-A
CC(C)N(C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F,XIDHNMBDXJJOCG-SNVBAGLBSA-N
CCCCc1nc2ccn(Cc3ccc(C(=O)O)cc3)c(=O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,YGDYDGDROSOSDT-UHFFFAOYSA-N
COc1cccc(CSc2nc3ccccc3c3nc(CCn4c(C)nc5ccccc54)nn23)c1,CUDNDLOSFNIVSP-UHFFFAOYSA-N
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCCCN5CCNC(=O)C5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1,SREAMDWXJDJVAN-UHFFFAOYSA-N
O=C(NCCCCn1ccnc1)NCC1(c2ccccc2)CC1,UTDKYCKNIKXHGW-UHFFFAOYSA-N
CCCCCCCCCCCCCCCC(=O)C[N+](C)(C)CCCO.[Br-],WHXRRRKHSVIMTA-UHFFFAOYSA-M
O=C(CC1CCCCC1)Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1,JXSFHRATUOVPCZ-UHFFFAOYSA-N
C=CCN1CC(c2nc3ccccc3n2Cc2cccc3ccccc23)CC1=O,CEWFYUOIDMFKFN-UHFFFAOYSA-N
CC(N)C(=O)c1ccco1,RPHQQQUBGVAYGH-UHFFFAOYSA-N
Cc1nn(-c2ccccc2)c(C)c1C(=O)NNC(=O)C(F)(F)F,FYDJBMXQJDAQQD-UHFFFAOYSA-N
CCn1cc(-c2ccnc3[nH]c(CNCCCN4CCN(C)CC4)cc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,RDIZFHYTFVBBCX-UHFFFAOYSA-N
Cc1nn(C)c(C(=O)NC(C)CN2CCOCC2)c1Br,WNDKKMPYAWKWKR-UHFFFAOYSA-N
COc1ccc(C(=O)/C(Cc2ccc(OC)c(F)c2)=C(\C(=O)O)c2ccc3nsnc3c2)cc1,WPTYOJVFRZMDBQ-NKFKGCMQSA-N
CCOc1ncccc1C(=O)Nc1ncc(C)s1,PTDLDMXOZGCGOC-UHFFFAOYSA-N
COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)(C)C)cc2)cc1)C(C)(C)C,TUWBNXLXLIDTMV-VZNYXHRGSA-N
[C-]#[N+]c1ccc(N[C@@H](c2nnc(-c3cccc(O)c3)o2)[C@@H](C)O)c(C)c1Cl,BMEHDVOBZOEISJ-PIGZYNQJSA-N
CN1CCN(c2cccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)c2)CC1,QYLZFFVSZPHIMA-UHFFFAOYSA-N
Cc1ccc(NC(=O)C(NC2CCCC2)c2ccccc2)cc1Cl,JYBWWPZSBZAWOW-UHFFFAOYSA-N
CS(=O)(=O)N(CC(=O)NCc1ccc2c(c1)OCO2)c1ccccc1,FUMCKRUUMLCKOY-UHFFFAOYSA-N
SCc1ccc(Cl)cc1,GKQXPTHQTXCXEV-UHFFFAOYSA-N
COc1ccc(/C=C2\SC(=O)N=C2N)cc1,CTVHFEWYCVIRFB-TWGQIWQCSA-N
NC(=O)c1ccc(/N=C/c2cc([N+](=O)[O-])ccc2Cl)cc1,REUQLOXIHQTSBK-CAOOACKPSA-N
O=C(Nc1ccc(Br)cc1C(=O)O)c1ccc(-c2ccccc2)cc1,HQRXUHNDNXQYCV-UHFFFAOYSA-N
Cn1nc(C(F)(F)F)c(-c2cccc(C(F)(F)F)c2)c1NC(=O)c1ccco1,BFDDTHIVJSUWSS-UHFFFAOYSA-N
CC1=Nc2nnnn2C(c2cccnc2)/C1=C(\O)OCc1ccccc1,GGJXJFPROZQMRY-BMRADRMJSA-N
CC(c1nccs1)c1ccc(O)cc1O,SXJUUBNAKFAGIA-UHFFFAOYSA-N
COc1cccc(OC)c1C1CCCCC(=O)N1Cc1cccc(-c2nccs2)c1,GFLSKNPRHIWYPP-UHFFFAOYSA-N
CCNC(=O)NC(=O)C(C)Sc1nc2ccccc2n1CC(C)C,UTFQXBYKOKPXKI-UHFFFAOYSA-N
O=C(O)c1ccc([C@@H]2C[C@H]2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1,XBUXXJUEBFDQHD-SFTDATJTSA-N
Cc1nn(Cc2ccc(NC(=O)/C=C/c3ccccc3)cc2F)c(C)c1CC(=O)O,PYPPBQDAASRFLW-DHZHZOJOSA-N
Cc1ccc(NC(=O)CN(C)C(=O)COC(=O)c2oc3ccccc3c2C)cc1,GOLIETRHWCWQDD-UHFFFAOYSA-N
CCCCOC(=O)c1ccc(Nc2nc3ccc(C(=O)c4ccccc4)cc3n3cnnc23)cc1,MMNFBJNBZHRKDN-UHFFFAOYSA-N
CC(=O)Oc1cc(N2C(=O)C=CC2=O)ccc1C(=O)O,ITQXBEKUNKTIIO-UHFFFAOYSA-N
CN(C[C@H](O)c1cccc(OCc2ccc3ccccc3n2)c1)C(=O)N(c1ccccc1)c1ccccc1,FLFRKNLPWITPOU-HKBQPEDESA-N
Cc1ccc(CNC(=O)CCS(=O)(=O)c2cc3c(cc2C)NC(=O)CO3)cc1,RMTKJFYGWJJRGX-UHFFFAOYSA-N
CC(Cc1ccc(CNC(=O)c2cccc(N(C)C(=O)CCN3CCC(OC(=O)Nc4ccccc4-c4ccccc4)CC3)c2)cc1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,XJEAVZYSXGRNQI-JWERODGISA-N
c1ccc(Cn2nnnc2C(c2ccc(-n3cccn3)cc2)N2CCCN(C3CCC3)CC2)cc1,PNRDAVMZHHAPMX-UHFFFAOYSA-N
COc1ccc(CCNC(=O)COC(=O)c2cccs2)cc1,DKUMEVDCJXCHDY-UHFFFAOYSA-N
Cc1ccc(S(=O)(=O)NN=c2nc[nH]c3sccc23)cc1,BIAJYSDBKZXMRM-UHFFFAOYSA-N
NC(=O)c1nc(-c2ccncc2)sc1NC(=O)c1cc[nH]n1,OTXRVPQAZZPSSR-UHFFFAOYSA-N
O=C1CCCC2(CCN(c3nc4ccc(Cl)cc4o3)CC2)N1Cc1cccc2[nH]ccc12,CFOAWEGRMUFFPB-UHFFFAOYSA-N
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(Cl)cc3)c3c(Nc4ccc(Cl)cc4)ncnc32)cc1,FTJWMKLYRIRWMN-UHFFFAOYSA-N
O=C1c2ccccc2C(O)(c2ccc3nc(Nc4ccccn4)[nH]c3c2)N1c1cccc(Cl)c1F,MUAXWDHYFWDBJL-UHFFFAOYSA-N
O=C(NCCc1ccccc1)c1cc(Cn2cnc3ccccc32)on1,VABNPHZNFZWLRX-UHFFFAOYSA-N
CCn1c(C2CCN(C(=O)COCC(F)(F)C(F)F)CC2)n[nH]c1=O,WGLMAMJECPWGGC-UHFFFAOYSA-N
Cc1ccc(C(=O)Nc2ccc3nc(N4CCCC4)sc3c2)cc1[N+](=O)[O-],KSIJSTBYTYFTNJ-UHFFFAOYSA-N
CC[C@H](C)[C@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)CNC(C)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)Nc1ccc(COC(=O)O[C@@H](C(=O)O[C@H]2C[C@@]3(O)[C@@H](OC(=O)c4ccccc4)[C@@H]4[C@]5(OC(C)=O)CO[C@@H]5C[C@H](O)[C@@]4(C)C(=O)[C@H](O)C(=C2C)C3(C)C)[C@@H](NC(=O)OC(C)(C)C)c2ccccc2)cc1,GHROVGBMQSTUEC-JRRPXCMVSA-N
COCCOC(=O)Nc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,AKWGKFBTIIDLCH-GFCCVEGCSA-N
O=c1[nH]c(S)nc2c1sc(=S)n2-c1ccccc1,VNBOMQWABBZKEZ-UHFFFAOYSA-N
c1cc(N2CCOCC2)ccn1,QJWQYVJVCXMTJP-UHFFFAOYSA-N
COc1cccc(NC(=O)CSc2nc(=O)cc(N)[nH]2)c1,CHLHSHNLERJUFP-UHFFFAOYSA-N
CC1Cc2cc(S(=O)(=O)N3CCC(C(N)=O)CC3)ccc2N1C(=O)C1CC1,OXHSVDPCENOVDV-UHFFFAOYSA-N
Cc1cc(Nc2ccc(F)cc2Cl)n2ncnc2n1,PBJCYMBHVGSSDO-UHFFFAOYSA-N
N#C/C(=C\c1c[nH]c2ccccc12)c1cccnc1,IDLJFNOCKSGJES-MDWZMJQESA-N
CC(=O)N1CC[C@H](n2c(C)nc3ccc(-c4ccncc4)nc32)C1,ZPRKWWRJZRMULN-HNNXBMFYSA-N
Cc1nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn2c1-c1ccc(F)c(CO)c1,ZWVRASCQFFHLIN-UHFFFAOYSA-N
CC(=O)Nc1ccc(S(=O)(=O)N(CCc2ccccc2)CC(=O)N/N=C/c2ccc(C(=O)O)cc2)cc1,QJHMJRKGSKEGSU-WPWMEQJKSA-N
CC(C)=Cc1cc(-c2cnn(C(CO)CO)c2)c2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,QLFQBMDXKHYFGU-UHFFFAOYSA-N
CCC(CN1CC[C@@H](NC(=O)CNC(=O)c2cccc(C(F)(F)F)c2)C1)N1CCN(C(=O)c2ccccc2)CC1,NHIVXANMOMOPQC-IKOFQBKESA-N
O=S(=O)(c1ccc(F)cc1)N1CCCCC1c1cccnc1,QWJTXMYNNGWLQK-UHFFFAOYSA-N
Nc1ncnc(N2CCN(C(CN3CCC3)c3ccc(F)cc3Cl)CC2)c1-c1cn[nH]c1,WYONQEKTSMEJPL-UHFFFAOYSA-N
Cc1nnsc1C(=O)Nc1nnc(COc2ccccc2)o1,WXHHNROKLOXZLJ-UHFFFAOYSA-N
COCCCN(C)Cc1ccc2c(c1)OCO2,HVUPQILWJSHBRJ-UHFFFAOYSA-N
COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OC(C)C)C3c2ccc(F)cc2)cc1,JZVUAWGNWBCWQD-UHFFFAOYSA-N
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCN1CCOCC1,CUYDXPRHXMAKMH-UHFFFAOYSA-N
CCN(CC(=O)Nc1ccc(NC(C)=O)cc1)S(=O)(=O)/C=C/c1ccccc1,BIAWUOWXCKMKAK-BUHFOSPRSA-N
COc1ccc(C(=O)COC(=O)c2ccc(O)cc2)cc1,ZEXMADZDTRAFFL-UHFFFAOYSA-N
COC1=C(S[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)C(=O)c2c(O)c(C)c(C)c(O)c2C1=O,NBBVWOUKQASSBS-NLFYJDKNSA-N
O=c1nc(/N=C\N2CCCC2)ccn1C1CC(F)C(CO)O1,QZWCOWSNHGLTJD-SXGWCWSVSA-N
O=C(Nc1ccccn1)C1(n2cnnn2)CCCCC1,JHTQMCZQGCQEIJ-UHFFFAOYSA-N
CCN(CC(=O)Nc1ccccc1OC)CC(=O)Nc1c(Cl)ccc(C)c1Cl,HZASRDBGACKKPC-UHFFFAOYSA-N
Cc1cc(-c2nc3ncccc3o2)ccc1NC(=O)c1ccc(Cl)cc1,CFLVXSRETZWIJZ-UHFFFAOYSA-N
CC(C)N1CCN(C(=O)c2ccc3cc(Oc4ccc(C(F)(F)F)cn4)ccc3n2)CC1,ARFWMLHGXYAFDZ-UHFFFAOYSA-N
CCOc1ccc(CCNC(=O)Cc2ccc(NC(=O)C3=C(C)OCCS3)cc2)cc1,FEGLFVRECWOKJL-UHFFFAOYSA-N
COc1ccc(-n2c(=S)[nH]c3cc(C(=O)NCCCN4CCCC4=O)ccc3c2=O)cc1,WMOHBKWSVHOJQV-UHFFFAOYSA-N
CC(C)(C)OC(=O)N1CCC(c2c(C(=O)N3CCN(c4ccc(Cl)cc4)CC3)cnn2-c2ccc(F)cc2F)CC1,JUPDSHZKJASQPD-UHFFFAOYSA-N
O=C1C=CC2(Oc3cccc4cccc(c34)O2)c2cccc(O)c21,LVOXAJYEGVDSQA-UHFFFAOYSA-N
Cc1cc(C)[n+]2nc(C)n(C)c2n1,YBSZXIUKDXSGSC-UHFFFAOYSA-N
CCN(CC)CCCNc1[nH]cc(C)c2nc3ccncc3c1-2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,XBWOPCRTPIMXSA-UKFGXMPHSA-N
COCCCNCCCOc1ccc(Cl)cc1Br,WRRZWDSPRAYBPJ-UHFFFAOYSA-N
Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3F)C2)n1C,XIHOJUYAGODVFH-VGSWGCGISA-N
CN(C)C(=N)c1[nH]nnc1SCc1ccccc1,HPQBNEWIILZGOM-UHFFFAOYSA-N
Cc1cccc(OCCN2CCC(c3ccnn3CCO)CC2)c1,NRGLKTBQCVQKFX-UHFFFAOYSA-N
O=C1C(Cc2c[nH]c3ccccc23)NC(=S)N1Cc1ccccc1,DWYPPIGSSKJBOL-UHFFFAOYSA-N
O=C1COc2c(cccc2C(=O)N2CCCC(n3cccn3)C2)N1,XZAVUMMLYOPMOP-UHFFFAOYSA-N
COc1cc(-c2nc3n(n2)CCO[C@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,GSJRIJNVASEMGE-FQEVSTJZSA-N
Cc1cnc(C(CC(=O)O)c2cc(Cl)cc(-c3cccnc3)c2)s1,LDLXEOQIDWEIGF-UHFFFAOYSA-N
Cc1cn(Cc2ccc(Cl)cc2)c2c(=O)n(CCCO)c(=O)n(C)c12,XIPZPRABMHQBIB-UHFFFAOYSA-N
CN(CCCc1ccc(F)cc1)C[C@@H]1CCCC[C@H]1NC(=O)Nc1cccc(-c2nnnn2C)c1,ADGPNLCKGSWYFU-XUZZJYLKSA-N
Cc1cc2nc([C@@H](CNC(=O)c3c(C)cc(-n4cnnc4)cc3Cl)c3ccccc3)[nH]c2cc1C,JDORRWMUAYXTNT-NRFANRHFSA-N
CC(C)c1ccc(/C=C(\C#N)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,XKUIHBSDHMESFS-YBFXNURJSA-N
COC(=O)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)CF,MIFGOLAMNLSLGH-QOKNQOGYSA-N
N#Cc1cccc(-n2cc(C(=O)OC3CC4COCC(C3)N4)c3ccccc32)c1,IKGMUMSDCLTYQW-UHFFFAOYSA-N
COc1ccc(-c2cc(=O)c3cc(F)ccc3o2)cc1OC,GUESCLVRSLZFJI-UHFFFAOYSA-N
COc1ccc(CC(=O)N2CC(=O)Nc3ccc(Br)cc3C2c2ccc(F)cc2)cc1,WEJSRCIFCXCOOD-UHFFFAOYSA-N
CN(C)S(=O)(=O)c1cccc(NC(=O)CN2C(=O)NC(Cc3ccccc3)C2=O)c1,YHNAHYDHRLLDLH-UHFFFAOYSA-N
Cc1ccc(-c2nc(CC(=O)NCC3CCCN(C(C)C)C3)cs2)o1,NKJNUZMKKCLZTG-UHFFFAOYSA-N
CC(=O)OC(COC(=O)/C=C/c1ccc(O)cc1)COC(=O)/C=C/c1ccc(O)cc1,FLRAKBZPZXCSQN-PWHKKFIBSA-N
CCOC(=O)c1ccccc1NC(=O)Cn1cc(C(=O)c2cccc(OC)c2)c(=O)c2ccc(C)nc21,OUZSDPGVAVPEIT-UHFFFAOYSA-N
C[S+](=N)([O-])C[C@@](O)(CC(=O)O)C(=O)O,PSCDTFAJGFDXAO-TZKMECQKSA-N
Cc1cn(C2CCN(Cc3cc(OCCOC(=O)c4ccc(O)c(O)c4)c4ccccc4n3)CC2)c(=O)[nH]c1=O,LGBIHUSMLOCLEH-UHFFFAOYSA-N
NC1=N[C@@H](CCOc2cccc(OCc3ccccc3)c2)CO1,KIURZASOWALPRX-HNNXBMFYSA-N
CCc1c(C)[nH]c2cc(OCCCO)c(Cl)cc2c1=O,GDSYIFBWCKEHNL-UHFFFAOYSA-N
COC(=O)c1ccc(CSc2nc3c([nH]c4ccccc43)c(=O)n2-c2ccc(OC)cc2)o1,SJUYBIUBENVJHB-UHFFFAOYSA-N
CC1=Nn2cc(-c3ccccc3)nc2SC1c1ccccc1,HHQFOTIBZBYUKK-UHFFFAOYSA-N
Clc1ccccc1CN1CCC(Nc2cccc3cnccc23)C1,VULJUBMONLMHMI-UHFFFAOYSA-N
COc1ccc(CCNC(=O)c2ccnc(C(C)(C)C)c2)cc1OC,BJXQGXXFAQCKKI-UHFFFAOYSA-N
COC(=O)c1ccccc1Cl,JAVRNIFMYIJXIE-UHFFFAOYSA-N
O=c1c2ccccc2nc(-c2ccccc2)n1CCN1CCOCC1,HZVFVWUFELETJT-UHFFFAOYSA-N
CNc1nc2cnc(Nc3cccc(N(C)C)c3)cc2n1-c1cc(OC)c(OC)c(OC)c1,URAOUHOYUHRSPW-UHFFFAOYSA-N
COc1ccc(S(=O)(=O)N2CCCC2)c(C)c1C,LNQKGNFEXBPNNA-UHFFFAOYSA-N
C=CC(=O)N1CCC(Oc2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)CC1,DBUQNLFQKPBSES-UHFFFAOYSA-N
COc1ccc(CN2CCCCCC2c2cccs2)c(OC)c1,ACTJQYZZPBITSM-UHFFFAOYSA-N
Cc1cc(C)c(-c2[nH]c(C(C)C)nc2C#N)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,PNKNUPFXGPLFMS-UHFFFAOYSA-N
O=C(CC(S)C(F)(F)F)NC(Cc1ccc(O)cc1)C(=O)O,WNSYCMPKITTXAY-UHFFFAOYSA-N
CCn1c(S)nnc1-c1ccc2ncccc2c1,FHHRJWWSYATCJT-UHFFFAOYSA-N
