smiles
Clc1ccc(cc1)C=1CC(CCC=1CN1CCN(CC1)c1cc(Oc2cc3cc[nH]c3nc2)c(cc1)C(=O)NS(=O)(=O)c1cc([N+](=O)[O-])c(NCC2CCOCC2)cc1)(C)C
S(=O)(=O)(N=C(O)[C@@]1(N=C(O)[C@H]2N3C[C@H](Oc4nc5cc(OC)ccc5nc4CCCCC[C@H]4[C@H](OC(O)=N[C@@H](C(C)(C)C)C3=O)C4)C2)C[C@H]1C=C)C1CC1
O1c2cc(ccc2-c2n(c3c(cc(cc3)-c3nc([nH]c3)[C@H]3N(CCC3)C(=O)[C@@H](NC(OC)=O)C(C)C)c2)[C@@H]1c1ccccc1)-c1nc([nH]c1)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C
Brc1nnc(SCC(O)=O)n1-c1c2c(cccc2)c(cc1)C1CC1
S1[C@H]2N(C(C(O)=O)=C(OC)C1)C(=O)[C@H]2NC(=O)[C@H](N)C=1CC=CCC=1
S1C[C@H](N(C1)C(=O)[C@H]1NC(=O)CC1)C(O)=O
O1CCN(CC1)C1CCN(CC1)c1cc2c(cc1CC)C(=O)c1c([nH]c3cc(ccc13)C#N)C2(C)C
S(=O)(=O)(NC(=O)COCCCCN(C(C)C)c1nc(c(nc1)-c1ccccc1)-c1ccccc1)C
O=C1NC(CC1)C(O)=O
Clc1ccc(Cl)cc1C(O)=NCC(O)=N[C@@H](CC(C)C)B(O)O
Oc1ccc(O)cc1
O(C)c1ccc(cc1)C(=O)CC(=O)c1ccc(cc1)C(C)(C)C
OC(=O)\C=C\c1nc(ccc1)/C(=C/CN1CCCC1)/c1ccc(cc1)C
[K+].[K+].P(O)(=O)([O-])[O-]
[K+].P(O)(O)(=O)[O-]
O(C[C@@H](O)CNC(C)C)c1ccc(cc1)CCOCC1CC1
O1c2cc(CCC)c(cc2OC1)COCCOCCOCCCC
O1CCC1=O
Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)C
Ic1c(C(O)=O)c(I)c(NC(=O)C)c(I)c1N(C(=O)C)C
